MF PT 1 Elec All Elec + EE - Source Energy|Total (*),MF PT 1 Elec All Elec + EE - Site Energy|Total (E),MF PT 1 Elec All Elec + EE - Source Energy|Total (E),MF PT 1 Elec All Elec + EE - Site Energy|Cooling (E),MF PT 1 Elec All Elec + EE - Site Energy|Heating (E),MF PT 1 Elec All Elec + EE - Site Energy|Cooling Fan/Pump (E),MF PT 1 Elec All Elec + EE - Site Energy|Heating Fan/Pump (E),MF PT 1 Elec All Elec + EE - Site Energy|Hot Water (E),MF PT 1 Elec All Elec + EE - Site Energy|Hot Water - Suppl. (E),MF PT 1 Elec All Elec + EE - Site Energy|Lights (E),MF PT 1 Elec All Elec + EE - Site Energy|Lg. Appl. (E),MF PT 1 Elec All Elec + EE - Site Energy|Vent Fan (E),MF PT 1 Elec All Elec + EE - Site Energy|Misc. (E),MF PT 1 Elec All Elec + EE - Source Energy|Cooling (E),MF PT 1 Elec All Elec + EE - Source Energy|Heating (E),MF PT 1 Elec All Elec + EE - Source Energy|Cooling Fan/Pump (E),MF PT 1 Elec All Elec + EE - Source Energy|Heating Fan/Pump (E),MF PT 1 Elec All Elec + EE - Source Energy|Hot Water (E),MF PT 1 Elec All Elec + EE - Source Energy|Hot Water - Suppl. (E),MF PT 1 Elec All Elec + EE - Source Energy|Lights (E),MF PT 1 Elec All Elec + EE - Source Energy|Lg. Appl. (E),MF PT 1 Elec All Elec + EE - Source Energy|Vent Fan (E),MF PT 1 Elec All Elec + EE - Source Energy|Misc. (E),MF PT 1 Elec All Elec + EE - Living Space|Indoor Temperature,MF PT 1 Elec All Elec + EE - Living Space|Heating Setpoint,MF PT 1 Elec All Elec + EE - Living Space|Cooling Setpoint,MF PT 1 Elec All Elec + EE - Living Space|Indoor Humidity,MF PT 1 Elec All Elec + EE - Living Space|Indoor Relative Humidity,MF PT 1 Elec All Elec + EE - Living Space|Wind Speed (at Building),MF PT 1 Elec All Elec + EE - Living Space|Infiltration + Mech. Vent.,MF PT 1 Elec All Elec + EE - Living Space|Infiltration,MF PT 1 Elec All Elec + EE - Living Space|Mech. Vent. (rated),MF PT 1 Elec All Elec + EE - Living Space|Natural Ventilation,MF PT 1 Elec All Elec + EE - Living Space|System Flow Rate to Zone,MF PT 1 Elec All Elec + EE - Living Space|Zone Glazing Transmitted Solar,MF PT 1 Elec All Elec + EE - Living Space|Latent Gains/Losses,MF PT 1 Elec All Elec + EE - Domestic Water System|Hot Water Use Flow Rate,MF PT 1 Elec All Elec + EE - Domestic Water System|Cold Water Use Flow Rate,MF PT 1 Elec All Elec + EE - Domestic Water System|Water Heater Inlet Temperature,MF PT 1 Elec All Elec + EE - Domestic Water System|Delivered Hot Water Temperature,MF PT 1 Elec All Elec + EE - Domestic Water System|HPWH Sensible Heat Removed (inc. fan heat),MF PT 1 Elec All Elec + EE - Domestic Water System|HPWH Latent Heat Removed,MF PT 1 Elec All Elec + EE - Delivered Energy|Heating Delivered (main),MF PT 1 Elec All Elec + EE - Delivered Energy|Cooling Delivered (sensible),MF PT 1 Elec All Elec + EE - Delivered Energy|Cooling Delivered (latent),MF PT 1 Elec All Elec + EE - Delivered Energy|DHW Delivered Energy,MF PT 1 Elec All Elec + EE - Delivered Energy|DHW Pipe Heat Losses - Unit,MF PT 1 Elec All Elec + EE - Weather|Outdoor Drybulb,MF PT 1 Elec All Elec + EE - Weather|Outdoor Wetbulb,MF PT 1 Elec All Elec + EE - Weather|Outdoor Dew Point,MF PT 1 Elec All Elec + EE - Weather|Ground Temperature,MF PT 1 Elec All Elec + EE - Weather|Outdoor Humidity Ratio,MF PT 1 Elec All Elec + EE - Weather|Direct Normal Solar,MF PT 1 Elec All Elec + EE - Weather|Total Horizontal Solar,MF PT 1 Elec All Elec + EE - Weather|Diffuse Horizontal Solar,MF PT 1 Elec All Elec + EE - Weather|Wind Speed (at Weather Station),MF PT 1 Elec All Elec + EE - Weather|Wind Direction,MF PT 1 Elec All Elec + EE - Weather|Atmospheric Pressure,MF PT 1 Elec All Elec + EE - Weather|Outdoor Air Density,MF PT 1 Elec All Elec + EE - Weather|Sky Temperature,MF PT 1 Elec All Elec + EE - Weather|Sky Radiation Losses,MF PT 1 Elec All Elec + EE - Weather|Total Vertical Solar,MF PT 1 Elec All Elec + EE - Weather|Mains Water Temperature
6171.24831,0.574187,6171.24831,0,0.082108,0,0.003318,0.04977,0,0.081193,0.113004,0,0.244793,0,882.484878,0,35.661467,534.922335,0,872.651186,1214.546751,0,2630.981693,71,71,95,0.003316,20.215816,0.670001,27.639811,27.639811,0,0,36.820064,1064.580326,16.359159,4.90549,1.604179,64.696598,124.655164,226.942453,0,1215.18639,0,0,2457.045789,182.930503,51.875,37.488035,12.725,61.095585,0.001614,295.984905,140.306364,18.649294,1.275,190,0.97508,0.075419,17.297521,88.623771,122.733383,64.696598
5849.389193,0.544241,5849.389193,0,0,0,0.00005,0.116998,0,0.078986,0.103414,0,0.244793,0,0,0,0.540215,1257.467566,0,848.924401,1111.475318,0,2630.981693,72.272512,71,95,0.003328,19.456479,1.121047,27.79198,27.79198,0,0,0,1602.198708,1238.458217,19.423371,6.282907,64.696598,124.782659,540.269102,0,0,0,0,9702.721538,165.915617,56.075,39.532815,11.675,61.095585,0.001533,318.279529,181.007128,19.917235,2.133333,184.166667,0.97508,0.074814,21.074861,91.450222,131.14486,64.696598
9172.73951,0.853453,9172.73951,0,0,0,0,0.412305,0,0.075927,0.114735,0,0.250485,0,0,0,0,4431.373293,0,816.051584,1233.147319,0,2692.167314,71.559749,71,95,0.003398,20.33159,0.503595,23.144219,23.144219,0,0,0,2018.800314,-32.814037,1.195169,0.334657,64.696598,122.439723,2577.487305,0,0,0,0,577.426398,131.885846,57.515,39.998786,9.725,61.095585,0.001411,327.181529,201.198291,20.260636,0.958333,180,0.97508,0.07462,21.875969,92.057777,128.264727,64.696598
9814.75487,0.913187,9814.75487,0,0,0,0,0.45645,0,0.07372,0.126839,0,0.256178,0,0,0,0,4905.83195,0,792.324799,1363.245186,0,2753.352935,72.601798,71,95,0.003398,19.623645,0.33719,21.372296,21.372296,0,0,0,2263.588377,-16.465493,1.205071,0.289588,64.696598,120.778628,2929.935852,0,0,0,0,564.152534,114.870961,58.475,40.26203,8.6,61.095585,0.001311,325.649434,198.779107,20.23422,0.641667,180,0.97508,0.074494,22.426695,92.480424,116.065179,64.696598
7674.228431,0.714028,7674.228431,0,0,0,0,0.273506,0,0.07307,0.111274,0,0.256178,0,0,0,0,2939.586468,0,785.342845,1195.946184,0,2753.352935,74.862292,71,95,0.003387,18.139307,1.620264,35.624635,35.624635,0,0,0,2312.323432,-179.453087,0,0,64.696598,120.426924,1454.345694,0,0,0,0,0,102.089313,59.42,40.896068,9.02,61.095585,0.001375,313.102104,173.857566,19.732327,3.083333,180,0.97508,0.07435,23.422608,93.246472,105.293536,64.696598
4882.489995,0.454278,4882.489995,0,0,0,0,0.003,0,0.073953,0.126839,0,0.250485,0,0,0,0,32.2434,0,794.834095,1363.245186,0,2692.167314,77.592421,71,95,0.003361,16.433218,2.303402,49.045414,49.045414,0,0,0,2123.494456,-251.262863,1.414802,0.418648,64.696598,121.997363,0,0,0,0,0,692.027442,102.089313,59.93,41.320406,10.16,61.095585,0.001446,284.837593,128.791473,17.936078,4.383333,185.833333,0.97508,0.074269,24.24165,93.880442,109.745751,64.696598
5936.437353,0.55234,5936.437353,0,0,0,0,0.1034,0,0.079724,0.107344,0,0.261871,0,0,0,0,1111.326762,0,856.861285,1153.710751,0,2814.538556,77.936254,71,72,0.00333,16.104942,2.075689,44.86302,44.86302,0,0,0,1673.090619,-141.74101,5.795299,1.84327,64.696598,124.492064,512.700024,0,0,0,0,2883.144522,89.334977,59.765,41.364647,11.285,61.095585,0.001502,233.987888,71.090526,13.498285,3.95,190,0.97508,0.074286,24.344116,93.959688,98.186459,64.696598
5922.147255,0.55101,5922.147255,0,0,0,0,0.003,0,0.096187,0.178566,0,0.273257,0,0,0,0,32.2434,0,1033.799,1919.195057,0,2936.909797,77.652387,71,72,0.00332,16.201261,1.423205,36.040245,36.040245,0,0,0,751.898584,-58.349988,0,0,64.696598,124.891319,0,0,0,0,0,0,119.104199,56.6,39.849742,11.66,61.095585,0.001552,119.142399,16.055109,3.883068,2.708333,195.833333,0.97508,0.074736,21.51452,91.793623,43.999469,64.696598
8632.128095,0.803153,8632.128095,0,0,0,0,0.089817,0,0.127268,0.265039,0.025,0.296028,0,0,0,0,965.33897,0,1367.855047,2848.586798,268.695,3181.65228,74.018417,71,95,0.003289,18.138908,0.437909,104.346886,4.346887,99.999999,0,0,0,-371.828216,0,0,64.696598,124.891319,500.477627,0,0,0,0,0,157.394519,52.4,38.063126,14.075,61.095585,0.001733,0,0,0,0.833333,200,0.97508,0.075327,18.131598,89.231326,0,64.696598
7410.325499,0.689474,7410.325499,0,0,0,0,0.003,0,0.159212,0.22054,0.005,0.301721,0,0,0,0,32.2434,0,1711.18054,2370.324658,53.739,3242.837901,73.521345,71,95,0.003291,18.428186,0,30.520896,30.520896,0,0,0,0,276.806731,0,0,64.696598,124.891319,0,0,0,0,0,0,187.191052,49.115,36.581563,15.8,61.095585,0.001856,0,0,0,0,200,0.97508,0.075798,15.564764,87.329415,0,64.696598
7243.982376,0.673997,7243.982376,0,0.014839,0,0.00041,0.070445,0,0.165978,0.137682,0,0.284643,0,159.49095,0,4.407678,757.131292,0,1783.894634,1479.776783,0,3059.281039,71.908985,71,95,0.003322,19.646572,0,31.413163,31.413163,0,0,6.393123,0,190.917466,0.733437,0.2419,64.696598,124.919814,417.954283,0,464.530433,0,0,368.136768,178.669954,47,35.377797,15.8,61.095585,0.001842,0,0,0,0,200,0.97508,0.076116,13.72505,85.982228,0,64.696598
6059.701058,0.563809,6059.701058,0,0.050084,0,0.00088,0.003,0,0.141075,0.101205,0,0.267564,0,538.289299,0,9.459747,32.2434,0,1516.25009,1087.734346,0,2875.724176,71.033784,71,95,0.003345,20.368949,0.030654,31.382662,31.382662,0,0,19.064832,0,156.077117,0.479458,0.157088,64.696598,124.782472,0,0,629.155382,0,0,240.261675,161.655068,45.875,34.916372,16.325,61.095585,0.001909,0,0,0,0.058333,200,0.97508,0.076277,12.667816,85.216181,0,64.696598
7468.171569,0.694856,7468.171569,0,0.15105,0,0.003866,0.090972,0,0.106834,0.085955,0,0.256178,0,1623.460282,0,41.553988,977.74811,0,1148.229343,923.826911,0,2753.352935,71,71,95,0.003368,20.536227,0.113856,31.986651,31.986651,0,0,64.535754,0,169.204509,0,0,64.696598,124.770347,542.939043,0,2129.741048,0,0,0,131.885846,45.08,34.624987,17.12,61.095585,0.001971,0,0,0,0.216667,200,0.97508,0.07639,12.044759,84.767118,0,64.696598
6954.643204,0.647076,6954.643204,0,0.18585,0,0.004842,0.065726,0,0.091924,0.07102,0,0.227714,0,1997.478246,0,52.039417,706.410848,0,987.978818,763.311044,0,2447.424831,71,71,95,0.003392,20.679584,0.188301,32.603049,32.603049,0,0,80.909173,0,155.015128,0.110635,0.035902,64.696598,124.736873,376.42868,0,2669.97916,0,0,55.309737,114.870961,44.36,34.334201,17.84,61.095585,0.002017,0,0,0,0.358333,200,0.97508,0.076493,11.603146,84.450133,0,64.696598
5960.812042,0.554608,5960.812042,0,0.237717,0,0.007013,0.003,0,0.04129,0.060646,0,0.204943,0,2554.929748,0,75.371438,32.2434,0,443.771363,651.813745,0,2202.682348,71,71,95,0.003414,20.814057,0.24085,33.220667,33.220667,0,0,111.9043,0,147.396382,0,0,64.696598,124.638492,0,0,3692.692999,0,0,0,63.798993,43.64,34.097261,18.56,61.095585,0.002084,0,0,0,0.458333,200,0.97508,0.076594,11.160288,84.133148,0,64.696598
6833.752466,0.635828,6833.752466,0,0.286687,0,0.007743,0.067759,0,0.020502,0.053886,0,0.19925,0,3081.256988,0,83.223454,728.263564,0,220.351421,579.160312,0,2141.496727,71,71,95,0.003436,20.944707,0.293399,33.845578,33.845578,0,0,136.274,0,149.514137,0,0,64.696598,124.638492,380.446336,0,4496.705246,0,0,0,17.014886,42.92,33.934712,19.28,61.095585,0.002181,0,0,0,0.558333,118.333333,0.97508,0.076692,10.716176,83.816163,0,64.638645
5747.071193,0.534721,5747.071193,0,0.269428,0,0.009341,0.003,0,0.012301,0.052787,0,0.187864,0,2895.755982,0,100.392594,32.2434,0,132.210853,567.342879,0,2019.125485,71,71,95,0.003459,21.084598,0.376602,34.605939,34.605939,0,0,135.94294,0,175.448204,1.108392,0.355786,64.681111,124.607196,0,0,4485.636654,0,0,553.354388,8.521098,42.095,33.731865,20.105,61.095585,0.002286,0,0,0,0.716667,60,0.97508,0.076805,10.009952,83.31427,0,64.638645
7192.369166,0.669195,7192.369166,0,0.344533,0,0.010318,0.07653,0,0.008201,0.047442,0,0.182171,0,3702.972736,0,110.892304,822.525247,0,88.140568,509.898446,0,1957.939865,71,71,95,0.003484,21.235576,0.451046,35.355596,35.355596,0,0,162.768487,0,155.629534,0,0,64.642178,124.528516,439.496853,0,5370.581374,0,0,0,2.130275,41.3,33.445949,20.9,61.095585,0.002352,0,0,0,0.858333,60,0.97508,0.076919,9.37624,82.865207,0,64.638645
6270.845163,0.583454,6270.845163,0,0.339293,0,0.010139,0.003,0,0.008201,0.046343,0,0.176478,0,3646.655998,0,108.96994,32.2434,0,88.140568,498.081013,0,1896.754244,71,71,95,0.003507,21.37412,0.503595,36.026365,36.026365,0,0,159.667328,0,160.718041,0,0,64.642178,124.528516,0,0,5268.080354,0,0,0,2.130275,40.58,33.22675,21.62,61.095585,0.002427,0,0,0,0.958333,60,0.97508,0.077021,8.927032,82.548222,0,64.638645
8370.270451,0.778789,8370.270451,0,0.458704,0,0.012266,0.067042,0,0.009117,0.049488,0,0.182171,0,4930.058113,0,131.833638,720.555777,0,97.992477,531.890581,0,1957.939865,71,71,95,0.003531,21.521425,0.586798,36.796505,36.796505,0,0,195.604651,0,173.494232,0,0,64.642178,124.528516,373.268898,0,5900.0563,0,0,0,8.521098,39.86,33.048449,22.34,61.095585,0.002519,0,0,0,1.116667,60,0.97508,0.07712,8.476528,82.231237,0,64.638645
8954.994625,0.833193,8954.994625,0,0.475059,0,0.01257,0.077534,0,0.025017,0.055149,0,0.187864,0,5105.841035,0,135.102662,833.318998,0,268.879862,592.726581,0,2019.125485,71,71,95,0.003567,21.737036,0.661243,38.048391,38.048391,0,0,196.73379,0,259.846605,4.227471,1.360792,64.6387,124.607777,497.998382,0,5627.899215,0,0,2111.963709,59.565755,38.51,32.621264,23.48,61.095585,0.002656,0,0,0,1.258333,60,0.97508,0.077312,7.494665,81.544436,0,64.638645
12363.54186,1.150332,12363.54186,0,0.710625,0,0.016767,0.063913,0,0.058733,0.077159,0.0125,0.210635,0,7637.656255,0,180.204752,686.922244,0,631.255693,829.287449,134.3475,2263.867969,71,71,95,0.003591,21.887708,0.713792,63.239401,13.239402,50,0,263.970823,0,144.124592,1.761656,0.572356,64.638645,124.685,387.826837,0,7486.790407,0,0,882.089361,204.205938,37.865,32.449072,24.185,61.095585,0.002734,0,0,0,1.358333,60,0.97508,0.077403,7.192988,81.333112,0,64.638645
11199.33378,1.042012,11199.33378,0,0.459799,0,0.01248,0.150393,0,0.074326,0.103414,0.0025,0.2391,0,4941.830328,0,134.134885,1616.389867,0,798.837806,1111.475318,26.8695,2569.796072,71,71,95,0.003619,22.054326,0.766341,37.307552,37.307552,0,0,194.780623,163.059747,249.883504,2.967662,0.933685,64.638645,124.504946,1021.617583,0,5988.526919,0,0,1474.430031,216.960274,40.04,33.60204,23.735,61.095585,0.002694,170.538023,27.214196,8.188784,1.458333,60,0.97508,0.077071,9.219103,82.759545,61.300237,64.638645
10516.6128,0.97849,10516.6128,0,0.389024,0,0.012566,0.142946,0,0.078987,0.110174,0,0.244793,0,4181.152852,0,135.055787,1536.353488,0,848.940226,1184.128751,0,2630.981693,71,71,95,0.003647,22.22357,0.788236,32.993023,32.993023,0,0,172.70787,541.116774,78.508428,2.572663,0.821087,64.638645,124.515838,972.323427,0,5697.15063,0,0,1282.594601,208.439175,45.74,36.349426,22.205,61.095585,0.002515,259.082548,85.917913,14.660564,1.5,71.666667,0.97508,0.076225,14.097096,86.272798,102.556998,64.638645
6924.812849,0.6443,6924.812849,0,0.123109,0,0.004484,0.077717,0,0.081193,0.113004,0,0.244793,0,1323.151421,0,48.196126,835.285671,0,872.651186,1214.546751,0,2630.981693,71,71,95,0.003649,22.236815,0.665622,25.852947,25.852947,0,0,55.819644,1077.182166,-2.287653,0,0,64.638645,124.523516,498.578936,0,1841.317938,0,0,0,182.930503,53.465,39.946774,19.91,61.095585,0.002294,305.468045,142.64135,17.090784,1.266667,80,0.97508,0.075104,20.798006,91.265314,124.741557,64.638645
5180.917256,0.482044,5180.917256,0,0.033806,0,0.00134,0.019706,0,0.078986,0.103414,0,0.244793,0,363.337049,0,14.404186,211.79461,0,848.924401,1111.475318,0,2630.981693,71.754614,71,95,0.00365,21.684847,0.363465,19.993711,19.993711,0,0,17.209137,1626.634491,5.238471,0.040832,0.013092,64.638645,124.561835,108.21732,0,567.676472,0,0,20.379394,165.915617,58.94,42.181796,17.6,61.095585,0.002047,328.132484,184.117691,18.041739,0.691667,138.333333,0.97508,0.074339,25.423108,94.804982,133.104726,64.638645
5899.107034,0.548866,5899.107034,0,0,0,0,0.107719,0,0.075927,0.114735,0,0.250485,0,0,0,0,1157.740817,0,816.051584,1233.147319,0,2692.167314,74.431093,71,95,0.00365,19.816751,0.547386,22.687195,22.687195,0,0,0,2055.093405,58.885148,5.630766,1.854248,64.638645,124.594643,509.663711,0,0,0,0,2828.799331,131.885846,59.6,41.971621,14.915,61.095585,0.001807,337.298639,204.891372,18.358725,1.041667,180,0.97508,0.074273,25.188014,94.620074,130.190726,64.638645
4941.16632,0.459737,4941.16632,0,0,0,0,0.003,0,0.07372,0.126839,0,0.256178,0,0,0,0,32.2434,0,792.324799,1363.245186,0,2753.352935,77.127093,71,95,0.003658,18.160508,0.788236,26.443881,26.443881,0,0,0,2307.038756,-41.30979,1.951719,0.641364,64.638645,124.865006,0,0,0,0,0,979.999669,114.870961,59.21,41.470654,13.01,61.095585,0.001672,335.792959,202.438018,18.332309,1.5,197.5,0.97508,0.074345,24.174059,93.827611,117.702664,64.638645
