MF PT 2 Elec IAQ Range + EE - Source Energy|Total (*),MF PT 2 Elec IAQ Range + EE - Site Energy|Total (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Total (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Cooling (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Heating (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Heating Fan/Pump (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Lights (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Lg. Appl. (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Vent Fan (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Misc. (E),MF PT 2 Elec IAQ Range + EE - Site Energy|Total (G),MF PT 2 Elec IAQ Range + EE - Source Energy|Total (G),MF PT 2 Elec IAQ Range + EE - Site Energy|Hot Water (G),MF PT 2 Elec IAQ Range + EE - Source Energy|Cooling (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Heating (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Heating Fan/Pump (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Lights (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Lg. Appl. (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Vent Fan (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Misc. (E),MF PT 2 Elec IAQ Range + EE - Source Energy|Hot Water (G),MF PT 2 Elec IAQ Range + EE - Living Space|Indoor Temperature,MF PT 2 Elec IAQ Range + EE - Living Space|Heating Setpoint,MF PT 2 Elec IAQ Range + EE - Living Space|Cooling Setpoint,MF PT 2 Elec IAQ Range + EE - Living Space|Indoor Humidity,MF PT 2 Elec IAQ Range + EE - Living Space|Indoor Relative Humidity,MF PT 2 Elec IAQ Range + EE - Living Space|Wind Speed (at Building),MF PT 2 Elec IAQ Range + EE - Living Space|Infiltration + Mech. Vent.,MF PT 2 Elec IAQ Range + EE - Living Space|Infiltration,MF PT 2 Elec IAQ Range + EE - Living Space|Mech. Vent. (rated),MF PT 2 Elec IAQ Range + EE - Living Space|Natural Ventilation,MF PT 2 Elec IAQ Range + EE - Living Space|System Flow Rate to Zone,MF PT 2 Elec IAQ Range + EE - Living Space|Zone Glazing Transmitted Solar,MF PT 2 Elec IAQ Range + EE - Living Space|Latent Gains/Losses,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Hot Water Use Flow Rate,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Cold Water Use Flow Rate,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Water Heater Inlet Temperature,MF PT 2 Elec IAQ Range + EE - Domestic Water System|Delivered Hot Water Temperature,MF PT 2 Elec IAQ Range + EE - Delivered Energy|Heating Delivered (main),MF PT 2 Elec IAQ Range + EE - Delivered Energy|Cooling Delivered (sensible),MF PT 2 Elec IAQ Range + EE - Delivered Energy|Cooling Delivered (latent),MF PT 2 Elec IAQ Range + EE - Delivered Energy|DHW Delivered Energy,MF PT 2 Elec IAQ Range + EE - Delivered Energy|DHW Pipe Heat Losses - Unit,MF PT 2 Elec IAQ Range + EE - HVAC System|Total Supply Air Flow Rate,MF PT 2 Elec IAQ Range + EE - HVAC System|Supply Air Temperature,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Drybulb,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Wetbulb,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Dew Point,MF PT 2 Elec IAQ Range + EE - Weather|Ground Temperature,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Humidity Ratio,MF PT 2 Elec IAQ Range + EE - Weather|Direct Normal Solar,MF PT 2 Elec IAQ Range + EE - Weather|Total Horizontal Solar,MF PT 2 Elec IAQ Range + EE - Weather|Diffuse Horizontal Solar,MF PT 2 Elec IAQ Range + EE - Weather|Wind Speed (at Weather Station),MF PT 2 Elec IAQ Range + EE - Weather|Wind Direction,MF PT 2 Elec IAQ Range + EE - Weather|Atmospheric Pressure,MF PT 2 Elec IAQ Range + EE - Weather|Outdoor Air Density,MF PT 2 Elec IAQ Range + EE - Weather|Sky Temperature,MF PT 2 Elec IAQ Range + EE - Weather|Sky Radiation Losses,MF PT 2 Elec IAQ Range + EE - Weather|Total Vertical Solar,MF PT 2 Elec IAQ Range + EE - Weather|Mains Water Temperature
10617.32449,0.43899,4718.17963,0,0,0,0.081193,0.113004,0,0.244793,5412.059505,5899.14486,5412.059505,0,0,0,872.651186,1214.546751,0,2630.981693,5899.14486,66.396263,64,95,0.00328,23.432272,0.670001,24.474801,24.474801,0,0,0,1064.580326,66.56474,6.207641,2.051193,64.696598,124.874244,0,0,0,3117.260579,182.930503,0,73.197764,51.875,37.488035,12.725,61.095585,0.001614,295.984905,140.306364,18.649294,1.275,190,0.97508,0.075419,17.297521,88.623771,122.733383,64.696598
13752.80851,0.427193,4591.381412,0,0,0,0.078986,0.103414,0,0.244793,8404.978987,9161.427095,8404.978987,0,0,0,848.924401,1111.475318,0,2630.981693,9161.427095,70.371954,64,95,0.003301,20.643933,1.121047,27.419582,27.419582,0,0,0,1602.198708,1575.655304,29.773555,2.508504,64.696598,122.571721,0,0,0,11753.05166,165.915617,0,73.197764,56.075,39.532815,11.675,61.095585,0.001533,318.279529,181.007128,19.917235,2.133333,184.166667,0.97508,0.074814,21.074861,91.450222,131.14486,64.696598
14181.47451,0.441148,4741.366217,0,0,0,0.075927,0.114735,0,0.250485,8660.649814,9440.108298,8660.649814,0,0,0,816.051584,1233.147319,0,2692.167314,9440.108298,74.724421,64,95,0.003459,18.603302,0.503595,27.20993,27.20993,0,0,0,2018.800314,-75.974029,1.590044,0.350851,64.696598,119.81961,0,0,0,732.58242,131.885846,0,73.197764,57.515,39.998786,9.725,61.095585,0.001411,327.181529,201.198291,20.260636,0.958333,180,0.97508,0.07462,21.875969,92.057777,128.264727,64.696598
6257.765839,0.456737,4908.92292,0,0,0,0.07372,0.126839,0,0.256178,1237.470568,1348.842919,1237.470568,0,0,0,792.324799,1363.245186,0,2753.352935,1348.842919,76.262007,64,95,0.003445,17.603133,0.33719,26.253234,26.253234,0,0,0,2263.588377,-67.496317,1.437546,0.458732,64.696598,124.678758,0,0,0,715.741832,114.870961,0,73.197764,58.475,40.26203,8.6,61.095585,0.001311,325.649434,198.779107,20.23422,0.641667,180,0.97508,0.074494,22.426695,92.480424,116.065179,64.696598
4734.641963,0.440522,4734.641963,0,0,0,0.07307,0.111274,0,0.256178,0,0,0,0,0,0,785.342845,1195.946184,0,2753.352935,0,78.095059,64,95,0.003425,16.465905,1.620264,40.624959,40.624959,0,0,0,2312.323432,-235.485409,0,0,64.696598,124.986517,0,0,0,0,102.089313,0,73.197764,59.42,40.896068,9.02,61.095585,0.001375,313.102104,173.857566,19.732327,3.083333,180,0.97508,0.07435,23.422608,93.246472,105.293536,64.696598
7321.166634,0.451278,4850.246595,0,0,0,0.073953,0.126839,0,0.250485,2266.899119,2470.92004,2266.899119,0,0,0,794.834095,1363.245186,0,2692.167314,2470.92004,78.444281,64,95,0.003379,16.062035,2.303402,53.233476,53.233476,0,0,0,2123.494456,-289.31641,1.745886,0.580216,64.696598,125.13978,0,0,0,877.977071,102.089313,0,73.197764,59.93,41.320406,10.16,61.095585,0.001446,284.837593,128.791473,17.936078,4.383333,185.833333,0.97508,0.074269,24.24165,93.880442,109.745751,64.696598
9792.88585,0.448939,4825.110591,0,0,0,0.079724,0.107344,0,0.261871,4557.591981,4967.775259,4557.591981,0,0,0,856.861285,1153.710751,0,2814.538556,4967.775259,78.875262,64,72,0.003345,15.67492,2.075689,48.536991,48.536991,0,0,0,1673.090619,-154.556838,7.28451,2.406564,64.696598,125.066013,0,0,0,3657.853184,89.334977,0,73.197764,59.765,41.364647,11.285,61.095585,0.001502,233.987888,71.090526,13.498285,3.95,190,0.97508,0.074286,24.344116,93.959688,98.186459,64.696598
7091.319467,0.54801,5889.903855,0,0,0,0.096187,0.178566,0,0.273257,1102.216158,1201.415612,1102.216158,0,0,0,1033.799,1919.195057,0,2936.909797,1201.415612,78.30922,64,72,0.003327,15.884974,1.423205,39.043682,39.043682,0,0,0,751.898584,-85.500678,0,0,64.696598,124.865681,0,0,0,0,119.104199,0,73.197764,56.6,39.849742,11.66,61.095585,0.001552,119.142399,16.055109,3.883068,2.708333,195.833333,0.97508,0.074736,21.51452,91.793623,43.999469,64.696598
7666.789125,0.713336,7666.789125,0,0,0,0.127268,0.265039,0.025,0.296028,0,0,0,0,0,0,1367.855047,2848.586798,268.695,3181.65228,0,75.022706,64,95,0.0033,17.580252,0.437909,105.086168,5.086169,99.999999,0,0,0,-382.870242,0,0,64.696598,124.865681,0,0,0,0,157.394519,0,73.197764,52.4,38.063126,14.075,61.095585,0.001733,0,0,0,0.833333,200,0.97508,0.075327,18.131598,89.231326,0,64.696598
8580.410015,0.686474,7378.082099,0,0,0,0.159212,0.22054,0.005,0.301721,1103.053134,1202.327916,1103.053134,0,0,0,1711.18054,2370.324658,53.739,3242.837901,1202.327916,74.286519,64,95,0.003299,18.003784,0,33.109129,33.109129,0,0,0,0,257.224547,0,0,64.696598,124.865681,0,0,0,0,187.191052,0,73.197764,49.115,36.581563,15.8,61.095585,0.001856,0,0,0,0,200,0.97508,0.075798,15.564764,87.329415,0,64.696598
7617.694408,0.588302,6322.952456,0,0,0,0.165978,0.137682,0,0.284643,1187.836653,1294.741952,1187.836653,0,0,0,1783.894634,1479.776783,0,3059.281039,1294.741952,72.438543,64,95,0.003331,19.346282,0,33.709195,33.709195,0,0,0,0,175.58157,0.9357,0.301713,64.696598,124.696482,0,0,0,467.056054,178.669954,0,73.197764,47,35.377797,15.8,61.095585,0.001842,0,0,0,0,200,0.97508,0.076116,13.72505,85.982228,0,64.696598
6682.840571,0.509845,5479.708612,0,0,0,0.141075,0.101205,0,0.267564,1103.790789,1203.13196,1103.790789,0,0,0,1516.25009,1087.734346,0,2875.724176,1203.13196,70.733606,64,95,0.003355,20.642394,0.030654,33.093564,33.093564,0,0,0,0,144.138801,0.608593,0.198995,64.696598,124.977404,0,0,0,304.820631,161.655068,0,73.197764,45.875,34.916372,16.325,61.095585,0.001909,0,0,0,0.058333,200,0.97508,0.076277,12.667816,85.216181,0,64.696598
4825.409189,0.448967,4825.409189,0,0,0,0.106834,0.085955,0,0.256178,0,0,0,0,0,0,1148.229343,923.826911,0,2753.352935,0,68.860945,64,95,0.003377,22.153905,0.113856,32.214888,32.214888,0,0,0,0,166.222234,0,0,64.696598,125.010265,0,0,0,0,131.885846,0,73.197764,45.08,34.624987,17.12,61.095585,0.001971,0,0,0,0.216667,200,0.97508,0.07639,12.044759,84.767118,0,64.696598
5415.680609,0.390658,4198.714693,0,0,0,0.091924,0.07102,0,0.227714,1116.482492,1216.965917,1116.482492,0,0,0,987.978818,763.311044,0,2447.424831,1216.965917,67.615528,64,95,0.003401,23.283443,0.188301,31.624879,31.624879,0,0,0,0,160.663524,0.139434,0.046478,64.696598,125.054049,0,0,0,70.171612,114.870961,0,73.197764,44.36,34.334201,17.84,61.095585,0.002017,0,0,0,0.358333,200,0.97508,0.076493,11.603146,84.450133,0,64.696598
3298.267456,0.306878,3298.267456,0,0,0,0.04129,0.060646,0,0.204943,0,0,0,0,0,0,443.771363,651.813745,0,2202.682348,0,66.099199,64,95,0.003425,24.708913,0.24085,31.043667,31.043667,0,0,0,0,160.08656,0,0,64.696598,125.182049,0,0,0,0,63.798993,0,73.197764,43.64,34.097261,18.56,61.095585,0.002084,0,0,0,0.458333,200,0.97508,0.076594,11.160288,84.133148,0,64.696598
4145.558532,0.273638,2941.00846,0,0,0,0.020502,0.053886,0,0.19925,1105.091809,1204.550072,1105.091809,0,0,0,220.351421,579.160312,0,2141.496727,1204.550072,65.049062,64,95,0.003449,25.804895,0.293399,30.681103,30.681103,0,0,0,0,167.190945,0,0,64.696598,125.182049,0,0,0,0,17.014886,0,73.197764,42.92,33.934712,19.28,61.095585,0.002181,0,0,0,0.558333,118.333333,0.97508,0.076692,10.716176,83.816163,0,64.638645
4325.923765,0.277062,2977.805576,0,0.022594,0.001516,0.012301,0.052787,0,0.187864,1236.805677,1348.118188,1236.805677,0,242.836614,16.289746,132.210853,567.342879,0,2019.125485,1348.118188,64.144875,64,95,0.003475,26.833527,0.376602,30.710708,30.710708,0,0,1.655405,0,200.072658,1.394168,0.463438,64.68023,125.141733,77.090988,0,0,702.042196,8.521098,1.655405,97.449059,42.095,33.731865,20.105,61.095585,0.002286,0,0,0,0.716667,60,0.97508,0.076805,10.009952,83.31427,0,64.638645
5514.405798,0.400974,4309.588195,0,0.146201,0.016959,0.008201,0.047442,0,0.182171,1105.337251,1204.817604,1105.337251,0,1571.341708,182.267608,88.140568,509.898446,0,1957.939865,1204.817604,64.143535,64,95,0.003503,27.048355,0.451046,31.475865,31.475865,0,0,10.712557,0,174.452809,0,0,64.640363,125.043533,498.838637,0,0,0,2.130275,10.712557,145.919746,41.3,33.445949,20.9,61.095585,0.002352,0,0,0,0.858333,60,0.97508,0.076919,9.37624,82.865207,0,64.638645
5567.752493,0.518036,5567.752493,0,0.255925,0.03109,0.008201,0.046343,0,0.176478,0,0,0,0,2750.630118,334.146549,88.140568,498.081013,0,1896.754244,0,64.236835,64,95,0.003528,27.150247,0.503595,32.344365,32.344365,0,0,18.753542,0,177.076903,0,0,64.640363,125.043533,873.215911,0,0,0,2.130275,18.753542,145.842082,40.58,33.22675,21.62,61.095585,0.002427,0,0,0,0.958333,60,0.97508,0.077021,8.927032,82.548222,0,64.638645
7830.797625,0.616498,6625.994571,0,0.333513,0.042207,0.009117,0.049488,0,0.182171,1105.323903,1204.803054,1105.323903,0,3584.534909,453.63674,97.992477,531.890581,0,1957.939865,1204.803054,64.302081,64,95,0.003554,27.289362,0.586798,33.318175,33.318175,0,0,24.437507,0,187.161892,0,0,64.640363,125.043533,1137.94759,0,0,0,8.521098,24.437507,145.742598,39.86,33.048449,22.34,61.095585,0.002519,0,0,0,1.116667,60,0.97508,0.07712,8.476528,82.231237,0,64.638645
11275.40683,0.670991,7211.673488,0,0.358277,0.044684,0.025017,0.055149,0,0.187864,3728.195723,4063.733338,3728.195723,0,3850.686798,480.254761,268.879862,592.726581,0,2019.125485,4063.733338,64.322831,64,95,0.003594,27.572718,0.661243,34.784069,34.784069,0,0,26.248866,0,286.799661,5.332456,1.757389,64.638666,124.943213,1222.440253,0,0,2679.454019,59.565755,26.248866,145.637678,38.51,32.621264,23.48,61.095585,0.002656,0,0,0,1.258333,60,0.97508,0.077312,7.494665,81.544436,0,64.638645
13211.28119,0.977072,10501.37255,0,0.547542,0.070502,0.058733,0.077159,0.0125,0.210635,2486.154713,2709.908637,2486.154713,0,5884.871418,757.742523,631.255693,829.287449,134.3475,2263.867969,2709.908637,64.475004,64,95,0.00362,27.625065,0.713792,61.439928,11.439928,50,0,40.108509,0,149.992487,2.232576,0.728591,64.638645,124.862993,1868.213149,0,0,1119.109137,204.205938,40.108509,145.492914,37.865,32.449072,24.185,61.095585,0.002734,0,0,0,1.358333,60,0.97508,0.077403,7.192988,81.333112,0,64.638645
11459.07104,0.804652,8648.236938,0,0.334061,0.051252,0.074326,0.103414,0.0025,0.2391,2578.746886,2810.834105,2578.746886,0,3590.417114,550.841128,798.837806,1111.475318,26.8695,2569.796072,2810.834105,64.293753,64,95,0.00365,28.024733,0.766341,34.038002,34.038002,0,0,24.465945,163.059747,271.555835,3.721243,1.228406,64.638645,124.874873,1139.814957,0,0,1870.613333,216.960274,24.465945,145.35001,40.04,33.60204,23.735,61.095585,0.002694,170.538023,27.214196,8.188784,1.458333,60,0.97508,0.077071,9.219103,82.759545,61.300237,64.638645
9446.163006,0.587671,6316.171521,0,0.132428,0.021289,0.078987,0.110174,0,0.244793,2871.551821,3129.991485,2871.551821,0,1423.314015,228.806837,848.940226,1184.128751,0,2630.981693,3129.991485,64.120154,64,95,0.003682,28.446857,0.788236,28.982314,28.982314,0,0,9.69793,541.116774,106.228674,3.247832,1.057828,64.638645,124.738876,451.845719,0,0,1627.231209,208.439175,9.69793,145.272042,45.74,36.349426,22.205,61.095585,0.002515,259.082548,85.917913,14.660564,1.5,71.666667,0.97508,0.076225,14.097096,86.272798,102.556998,64.638645
5928.181505,0.439516,4723.833384,0,0,0.000526,0.081193,0.113004,0,0.244793,1104.906533,1204.348121,1104.906533,0,0,5.653754,872.651186,1214.546751,0,2630.981693,1204.348121,65.413978,64,95,0.003688,27.244495,0.665622,21.449052,21.449052,0,0,0,1077.182166,22.711478,0,0,64.638645,124.731788,0,0,0,0,182.930503,0,72.549227,53.465,39.946774,19.91,61.095585,0.002294,305.468045,142.64135,17.090784,1.266667,80,0.97508,0.075104,20.798006,91.265314,124.741557,64.638645
4591.381412,0.427193,4591.381412,0,0,0,0.078986,0.103414,0,0.244793,0,0,0,0,0,0,848.924401,1111.475318,0,2630.981693,0,68.797181,64,95,0.003691,24.266342,0.363465,17.46585,17.46585,0,0,0,1626.634491,21.327331,0.051544,0.016869,64.638645,124.93061,0,0,0,25.855392,165.915617,0,72.549227,58.94,42.181796,17.6,61.095585,0.002047,328.132484,184.117691,18.041739,0.691667,138.333333,0.97508,0.074339,25.423108,94.804982,133.104726,64.638645
11048.6935,0.441148,4741.366217,0,0,0,0.075927,0.114735,0,0.250485,5786.538789,6307.32728,5786.538789,0,0,0,816.051584,1233.147319,0,2692.167314,6307.32728,72.548663,64,95,0.003693,21.373383,0.547386,21.634577,21.634577,0,0,0,2055.093405,86.181002,7.143078,2.353178,64.638645,124.743641,0,0,0,3588.905294,131.885846,0,72.549227,59.6,41.971621,14.915,61.095585,0.001807,337.298639,204.891372,18.358725,1.041667,180,0.97508,0.074273,25.188014,94.620074,130.190726,64.638645
6389.295962,0.456737,4908.92292,0,0,0,0.07372,0.126839,0,0.256178,1358.140406,1480.373043,1358.140406,0,0,0,792.324799,1363.245186,0,2753.352935,1480.373043,75.57577,64,95,0.003695,19.305575,0.788236,26.807054,26.807054,0,0,0,2307.038756,-41.627873,2.465722,0.824129,64.638645,125.146653,0,0,0,1243.328207,114.870961,0,72.549227,59.21,41.470654,13.01,61.095585,0.001672,335.792959,202.438018,18.332309,1.5,197.5,0.97508,0.074345,24.174059,93.827611,117.702664,64.638645
