MF PT 2 Baseline - Source Energy|Total (*),MF PT 2 Baseline - Site Energy|Total (E),MF PT 2 Baseline - Source Energy|Total (E),MF PT 2 Baseline - Site Energy|Cooling (E),MF PT 2 Baseline - Site Energy|Heating (E),MF PT 2 Baseline - Site Energy|Heating Fan/Pump (E),MF PT 2 Baseline - Site Energy|Lights (E),MF PT 2 Baseline - Site Energy|Lg. Appl. (E),MF PT 2 Baseline - Site Energy|Vent Fan (E),MF PT 2 Baseline - Site Energy|Misc. (E),MF PT 2 Baseline - Site Energy|Total (G),MF PT 2 Baseline - Source Energy|Total (G),MF PT 2 Baseline - Site Energy|Hot Water (G),MF PT 2 Baseline - Site Energy|Lg. Appl. (G),MF PT 2 Baseline - Source Energy|Cooling (E),MF PT 2 Baseline - Source Energy|Heating (E),MF PT 2 Baseline - Source Energy|Heating Fan/Pump (E),MF PT 2 Baseline - Source Energy|Lights (E),MF PT 2 Baseline - Source Energy|Lg. Appl. (E),MF PT 2 Baseline - Source Energy|Vent Fan (E),MF PT 2 Baseline - Source Energy|Misc. (E),MF PT 2 Baseline - Source Energy|Hot Water (G),MF PT 2 Baseline - Source Energy|Lg. Appl. (G),MF PT 2 Baseline - Living Space|Indoor Temperature,MF PT 2 Baseline - Living Space|Heating Setpoint,MF PT 2 Baseline - Living Space|Cooling Setpoint,MF PT 2 Baseline - Living Space|Indoor Humidity,MF PT 2 Baseline - Living Space|Indoor Relative Humidity,MF PT 2 Baseline - Living Space|Wind Speed (at Building),MF PT 2 Baseline - Living Space|Infiltration + Mech. Vent.,MF PT 2 Baseline - Living Space|Infiltration,MF PT 2 Baseline - Living Space|Mech. Vent. (rated),MF PT 2 Baseline - Living Space|Natural Ventilation,MF PT 2 Baseline - Living Space|System Flow Rate to Zone,MF PT 2 Baseline - Living Space|Zone Glazing Transmitted Solar,MF PT 2 Baseline - Living Space|Latent Gains/Losses,MF PT 2 Baseline - Domestic Water System|Hot Water Use Flow Rate,MF PT 2 Baseline - Domestic Water System|Cold Water Use Flow Rate,MF PT 2 Baseline - Domestic Water System|Water Heater Inlet Temperature,MF PT 2 Baseline - Domestic Water System|Delivered Hot Water Temperature,MF PT 2 Baseline - Delivered Energy|Heating Delivered (main),MF PT 2 Baseline - Delivered Energy|Cooling Delivered (sensible),MF PT 2 Baseline - Delivered Energy|Cooling Delivered (latent),MF PT 2 Baseline - Delivered Energy|DHW Delivered Energy,MF PT 2 Baseline - Delivered Energy|DHW Pipe Heat Losses - Unit,MF PT 2 Baseline - HVAC System|Total Supply Air Flow Rate,MF PT 2 Baseline - HVAC System|Supply Air Temperature,MF PT 2 Baseline - Weather|Outdoor Drybulb,MF PT 2 Baseline - Weather|Outdoor Wetbulb,MF PT 2 Baseline - Weather|Outdoor Dew Point,MF PT 2 Baseline - Weather|Ground Temperature,MF PT 2 Baseline - Weather|Outdoor Humidity Ratio,MF PT 2 Baseline - Weather|Direct Normal Solar,MF PT 2 Baseline - Weather|Total Horizontal Solar,MF PT 2 Baseline - Weather|Diffuse Horizontal Solar,MF PT 2 Baseline - Weather|Wind Speed (at Weather Station),MF PT 2 Baseline - Weather|Wind Direction,MF PT 2 Baseline - Weather|Atmospheric Pressure,MF PT 2 Baseline - Weather|Outdoor Air Density,MF PT 2 Baseline - Weather|Sky Temperature,MF PT 2 Baseline - Weather|Sky Radiation Losses,MF PT 2 Baseline - Weather|Total Vertical Solar,MF PT 2 Baseline - Weather|Mains Water Temperature
6077.337457,0.389726,4188.696482,0,0,0,0.07372,0.059828,0,0.256178,1732.698142,1888.640975,1245.961073,486.737069,0,0,0,792.324799,643.018749,0,2753.352935,1358.09757,530.543405,77.214363,64,95,0.003546,17.556182,0.33719,27.057804,27.057804,0,0,0,2263.588377,-60.357986,1.520684,0.48741,64.696598,124.801885,0,0,0,757.94649,148.087673,0,72.814142,58.475,40.26203,8.6,61.095585,0.001311,325.649434,198.779107,20.23422,0.641667,180,0.97508,0.074494,22.426695,92.480424,116.065179,64.696598
4581.564429,0.386442,4153.406593,0,0,0,0.07307,0.057194,0,0.256178,392.805354,428.157836,0,392.805354,0,0,0,785.342845,614.710814,0,2753.352935,0,428.157836,79.589675,64,95,0.003529,16.151175,1.620264,41.55819,41.55819,0,0,0,2312.323432,-242.519056,0,0,64.696598,125.127541,0,0,0,0,131.610015,0,72.814142,59.42,40.896068,9.02,61.095585,0.001375,313.102104,173.857566,19.732327,3.083333,180,0.97508,0.07435,23.422608,93.246472,105.293536,64.696598
7134.712012,0.384267,4130.020158,0,0,0,0.073953,0.059828,0,0.250485,2756.598031,3004.691854,2269.860963,486.737069,0,0,0,794.834095,643.018749,0,2692.167314,2474.148449,530.543405,80.386094,64,95,0.003482,15.527402,2.303402,54.172107,54.172107,0,0,0,2123.494456,-296.322214,1.848461,0.614803,64.696598,125.213793,0,0,0,929.748144,131.610015,0,72.814142,59.93,41.320406,10.16,61.095585,0.001446,284.837593,128.791473,17.936078,4.383333,185.833333,0.97508,0.074269,24.24165,93.880442,109.745751,64.696598
11017.19129,0.397211,4269.146324,0,0,0,0.079724,0.055616,0,0.261871,6190.866944,6748.044969,5815.140084,375.72686,0,0,0,856.861285,597.746483,0,2814.538556,6338.502691,409.542277,80.97303,64,72,0.003446,15.074933,2.075689,49.692652,49.692652,0,0,0,1673.090619,-167.007509,7.715904,2.546617,64.696598,124.973687,0,0,0,3873.543308,115.167565,0,72.814142,59.765,41.364647,11.285,61.095585,0.001502,233.987888,71.090526,13.498285,3.95,190,0.97508,0.074286,24.344116,93.959688,98.186459,64.696598
5583.748785,0.439851,4727.433114,0,0,0,0.096187,0.070407,0,0.273257,785.610707,856.315671,0,785.610707,0,0,0,1033.799,756.724316,0,2936.909797,0,856.315671,80.154541,64,72,0.003428,15.403672,1.423205,40.407241,40.407241,0,0,0,751.898584,-70.740702,0,0,64.696598,124.332453,0,0,0,0,153.545017,0,72.814142,56.6,39.849742,11.66,61.095585,0.001552,119.142399,16.055109,3.883068,2.708333,195.833333,0.97508,0.074736,21.51452,91.793623,43.999469,64.696598
7167.623251,0.53699,5771.456396,0,0,0,0.127268,0.088693,0.025,0.296028,1280.887023,1396.166855,0,1280.887023,0,0,0,1367.855047,953.254069,268.695,3181.65228,0,1396.166855,76.42678,64,95,0.003403,17.299005,0.437909,105.490472,5.490473,99.999999,0,0,0,-363.455847,0,0,64.696598,124.332453,0,0,0,0,202.907575,0,72.814142,52.4,38.063126,14.075,61.095585,0.001733,0,0,0,0.833333,200,0.97508,0.075327,18.131598,89.231326,0,64.696598
8191.006769,0.548924,5899.72257,0,0,0,0.159212,0.08299,0.005,0.301721,2102.095595,2291.284199,1103.003717,999.091878,0,0,0,1711.18054,891.965129,53.739,3242.837901,1202.274052,1089.010147,75.254905,64,95,0.003405,17.991884,0,34.059106,34.059106,0,0,0,0,291.644079,0,0,64.696598,124.332453,0,0,0,0,241.320236,0,72.814142,49.115,36.581563,15.8,61.095585,0.001856,0,0,0,0,200,0.97508,0.075798,15.564764,87.329415,0,64.696598
7423.903087,0.517764,5564.819364,0,0,0,0.165978,0.067143,0,0.284643,1705.581397,1859.083722,1193.226588,512.354809,0,0,0,1783.894634,721.643691,0,3059.281039,1300.616981,558.466742,72.809369,64,95,0.003435,19.704419,0,34.095751,34.095751,0,0,0,0,185.433886,0.990552,0.319827,64.696598,124.524249,0,0,0,494.596617,230.335131,0,72.814142,47,35.377797,15.8,61.095585,0.001842,0,0,0,0,200,0.97508,0.076116,13.72505,85.982228,0,64.696598
6566.373322,0.468697,5037.464308,0,0,0,0.141075,0.060058,0,0.267564,1402.66882,1528.909014,1103.795182,298.873639,0,0,0,1516.25009,645.490042,0,2875.724176,1203.136748,325.772266,70.262463,64,95,0.00346,21.634191,0.030654,32.805901,32.805901,0,0,0,0,146.72765,0.645882,0.209327,64.696598,124.644517,0,0,0,322.79478,208.400128,0,72.814142,45.875,34.916372,16.325,61.095585,0.001909,0,0,0,0.058333,200,0.97508,0.076277,12.667816,85.216181,0,64.696598
4742.214876,0.419576,4509.520401,0,0,0,0.106834,0.056564,0,0.256178,213.48117,232.694476,0,213.48117,0,0,0,1148.229343,607.938123,0,2753.352935,0,232.694476,68.042464,64,95,0.003483,23.494509,0.113856,31.50191,31.50191,0,0,0,0,167.327912,0,0,64.696598,124.636909,0,0,0,0,170.022676,0,72.814142,45.08,34.624987,17.12,61.095585,0.001971,0,0,0,0.216667,200,0.97508,0.07639,12.044759,84.767118,0,64.696598
5349.72448,0.371848,3996.545868,0,0,0,0.091924,0.05221,0,0.227714,1241.448268,1353.178612,1104.820319,136.627949,0,0,0,987.978818,561.14222,0,2447.424831,1204.254147,148.924465,66.238631,64,95,0.003507,25.174288,0.188301,30.471088,30.471088,0,0,0,0,160.691721,0.148242,0.048632,64.696598,124.745186,0,0,0,74.309373,148.087673,0,72.814142,44.36,34.334201,17.84,61.095585,0.002017,0,0,0,0.358333,200,0.97508,0.076493,11.603146,84.450133,0,64.696598
3261.661958,0.293946,3159.276389,0,0,0,0.04129,0.047714,0,0.204943,93.931715,102.385569,0,93.931715,0,0,0,443.771363,512.822678,0,2202.682348,0,102.385569,64.541624,64,95,0.003531,26.885213,0.24085,29.613578,29.613578,0,0,0,0,159.636439,0,0,64.696598,125.061218,0,0,0,0,82.247457,0,72.814142,43.64,34.097261,18.56,61.095585,0.002084,0,0,0,0.458333,200,0.97508,0.076594,11.160288,84.133148,0,64.696598
6291.186252,0.46718,5021.157796,0,0.182849,0.018922,0.020502,0.045657,0,0.19925,1165.163722,1270.028457,1105.388994,59.774728,0,1965.226991,203.371206,220.351421,490.711451,0,2141.496727,1204.874003,65.154453,64.165,64,95,0.003554,27.414981,0.293399,29.70042,29.70042,0,0,13.390925,0,161.502106,0,0,64.696598,125.061218,623.881584,0,0,0,21.935002,13.390925,145.530972,42.92,33.934712,19.28,61.095585,0.002181,0,0,0,0.558333,118.333333,0.97508,0.076692,10.716176,83.816163,0,64.638645
8108.336264,0.622041,6685.575713,0,0.336887,0.040432,0.012301,0.044557,0,0.187864,1305.284909,1422.760551,1245.510182,59.774728,0,3620.792718,434.552639,132.210853,478.894018,0,2019.125485,1357.606098,65.154453,64.292735,64,95,0.003578,27.476048,0.376602,30.721497,30.721497,0,0,24.672541,0,187.916411,1.474693,0.49245,64.680046,125.094693,1149.458006,0,0,743.439037,10.985106,24.672541,145.438777,42.095,33.731865,20.105,61.095585,0.002286,0,0,0,0.716667,60,0.97508,0.076805,10.009952,83.31427,0,64.638645
9422.394865,0.761135,8180.524749,0,0.468563,0.05946,0.008201,0.04274,0,0.182171,1139.330382,1241.870116,1105.173394,34.156987,0,5036.026755,639.061322,88.140568,459.35624,0,1957.939865,1204.639,37.231116,64.402917,64,95,0.003604,27.568298,0.451046,31.710678,31.710678,0,0,34.311956,0,159.255,0,0,64.640047,125.175589,1598.738652,0,0,0,2.746276,34.311956,145.315823,41.3,33.445949,20.9,61.095585,0.002352,0,0,0,0.858333,60,0.97508,0.076919,9.37624,82.865207,0,64.638645
9159.345469,0.848742,9122.114353,0,0.551495,0.070928,0.008201,0.04164,0,0.176478,34.156987,37.231116,0,34.156987,0,5927.359228,762.321506,88.140568,447.538807,0,1896.754244,0,37.231116,64.468012,64,95,0.003627,27.681158,0.503595,32.556057,32.556057,0,0,40.376745,0,161.900476,0,0,64.640047,125.175589,1881.701342,0,0,0,2.746276,40.376745,145.166341,40.58,33.22675,21.62,61.095585,0.002427,0,0,0,0.958333,60,0.97508,0.077021,8.927032,82.548222,0,64.638645
11236.05643,0.927275,9966.162094,0,0.615202,0.079525,0.009117,0.041259,0,0.182171,1165.040675,1269.894336,1105.265947,59.774728,0,6612.071423,854.716609,97.992477,443.44172,0,1957.939865,1204.739883,65.154453,64.510919,64,95,0.003651,27.824148,0.586798,33.502622,33.502622,0,0,45.030388,0,173.557357,0,0,64.640047,125.175589,2099.070293,0,0,0,10.985106,45.030388,145.00063,39.86,33.048449,22.34,61.095585,0.002519,0,0,0,1.116667,60,0.97508,0.07712,8.476528,82.231237,0,64.638645
14593.08356,0.954404,10257.73818,0,0.619631,0.079675,0.025017,0.042217,0,0.187864,3977.381088,4335.345386,3883.449373,93.931715,0,6659.666561,856.330754,268.879862,453.735515,0,2019.125485,4232.959817,102.385569,64.506421,64,95,0.003689,28.114581,0.661243,34.945429,34.945429,0,0,45.343824,0,275.025265,5.641835,1.866072,64.638662,124.99272,2114.179861,0,0,2837.45155,76.790113,45.343824,144.832756,38.51,32.621264,23.48,61.095585,0.002656,0,0,0,1.258333,60,0.97508,0.077312,7.494665,81.544436,0,64.638645
16108.51175,1.228478,13203.43962,0,0.795878,0.102963,0.058733,0.047768,0.0125,0.210635,2665.203786,2905.072127,2451.722616,213.48117,0,8553.942339,1106.627458,631.255693,513.398661,134.3475,2263.867969,2672.377651,232.694476,64.632429,64,95,0.003713,28.17224,0.713792,61.515982,11.515982,50,0,58.226282,0,133.746522,2.352208,0.783567,64.638645,125.058626,2715.53725,0,0,1185.098879,263.255239,58.226282,144.637261,37.865,32.449072,24.185,61.095585,0.002734,0,0,0,1.358333,60,0.97508,0.077403,7.192988,81.333112,0,64.638645
15335.89457,1.015504,10914.43413,0,0.563432,0.082109,0.074326,0.054037,0.0025,0.2391,4056.385726,4421.460442,3697.73736,358.648366,0,6055.654575,882.494023,798.837806,580.782153,26.8695,2569.796072,4030.533722,390.926719,64.453294,64,95,0.003741,28.564612,0.766341,34.173286,34.173286,0,0,41.209489,163.059747,276.471562,3.950415,1.291097,64.638645,124.97106,1922.430024,0,0,1980.916508,279.697688,41.209489,144.449718,40.04,33.60204,23.735,61.095585,0.002694,170.538023,27.214196,8.188784,1.458333,60,0.97508,0.077071,9.219103,82.759545,61.300237,64.638645
11521.23384,0.751542,8077.425239,0,0.323759,0.047909,0.078987,0.056095,0,0.244793,3159.457436,3443.808605,2766.652082,392.805354,0,3479.698703,514.911237,848.940226,602.893381,0,2630.981693,3015.650769,428.157836,64.267681,64,95,0.003775,29.007192,0.788236,29.121219,29.121219,0,0,23.676083,541.116774,115.308816,3.418324,1.141225,64.638645,125.179656,1104.666255,0,0,1723.183037,268.712583,23.676083,144.324243,45.74,36.349426,22.205,61.095585,0.002515,259.082548,85.917913,14.660564,1.5,71.666667,0.97508,0.076225,14.097096,86.272798,102.556998,64.638645
4657.245826,0.391752,4210.472432,0,0.004618,0.004574,0.081193,0.056573,0,0.244793,409.883847,446.773394,0,409.883847,0,49.63807,49.161205,872.651186,608.040278,0,2630.981693,0,446.773394,64.825045,64,95,0.003783,28.514458,0.665622,20.938698,20.938698,0,0,0.337721,1077.182166,40.817395,0,0,64.638645,125.186764,15.758117,0,0,0,235.827683,0.337721,83.703307,53.465,39.946774,19.91,61.095585,0.002294,305.468045,142.64135,17.090784,1.266667,80,0.97508,0.075104,20.798006,91.265314,124.741557,64.638645
5655.386616,0.377816,4060.688248,0,0,0,0.078986,0.054037,0,0.244793,1463.026026,1594.698368,1104.37766,358.648366,0,0,0,848.924401,580.782153,0,2630.981693,1203.771649,390.926719,68.404562,64,95,0.003788,25.241887,0.363465,16.9177,16.9177,0,0,0,1626.634491,38.894039,0.05435,0.018098,64.638645,125.032889,0,0,0,27.379989,213.892681,0,71.588219,58.94,42.181796,17.6,61.095585,0.002047,328.132484,184.117691,18.041739,0.691667,138.333333,0.97508,0.074339,25.423108,94.804982,133.104726,64.638645
10037.62941,0.382366,4109.58864,0,0,0,0.075927,0.055953,0,0.250485,5438.569516,5928.040773,5011.607176,426.962341,0,0,0,816.051584,601.369743,0,2692.167314,5462.651821,465.388952,72.959314,64,95,0.003793,21.649159,0.547386,21.90269,21.90269,0,0,0,2055.093405,98.323775,7.558415,2.4978,64.638645,124.963737,0,0,0,3800.529815,170.022676,0,71.588219,59.6,41.971621,14.915,61.095585,0.001807,337.298639,204.891372,18.358725,1.041667,180,0.97508,0.074273,25.188014,94.620074,130.190726,64.638645
7507.488731,0.389726,4188.696482,0,0,0,0.07372,0.059828,0,0.256178,3044.76353,3318.792248,2558.026462,486.737069,0,0,0,792.324799,643.018749,0,2753.352935,2788.248843,530.543405,76.787358,64,95,0.003796,19.054111,0.788236,27.794078,27.794078,0,0,0,2307.038756,-36.251719,2.623695,0.860147,64.638645,124.536588,0,0,0,1316.64269,148.087673,0,71.588219,59.21,41.470654,13.01,61.095585,0.001672,335.792959,202.438018,18.332309,1.5,197.5,0.97508,0.074345,24.174059,93.827611,117.702664,64.638645
5925.575841,0.386442,4153.406593,0,0,0,0.07307,0.057194,0,0.256178,1625.843347,1772.169248,1233.037993,392.805354,0,0,0,785.342845,614.710814,0,2753.352935,1344.011413,428.157836,79.723815,64,95,0.003784,17.240761,0.81889,29.567404,29.567404,0,0,0,2359.633192,-87.137693,1.399475,0.457418,64.638645,124.68818,0,0,0,701.772715,131.610015,0,71.588219,60.515,42.200762,13.61,61.095585,0.001705,323.192799,177.025567,17.936078,1.558333,233.333333,0.97508,0.074155,25.593596,94.937059,106.771525,64.638645
